ES0124244E34;Mapfre;Versicherungen
CZ0008019106;Komercni Banka;Banken
CZ0008040318;MONETA Money Bank;Banken
PLPZU0000011;Powszechny Zaklad Ubezpieczen;Versicherungen
IE000MMRLY96;YieldMax Big Tech Option Income;ETF-Dividende
AU0000224040;WOODSIDE ENERGY GROUP LTD;Rohstofffoerderung
US69344D4088;PLDT Inc;Telekommunikation
SGXZ53070850;Hafnia;Rohstofffoerderung
SG9999012629;Kenon;Versorger
CA14150G4007;Cardinal Energy;Rohstofffoerderung
FR0000035081;ICADE SA;Immobilien
DK0010244425;A.P. Moeller - Maersk A-S;Logistik
BE0003810273;Proximus;Konsumgueter
PLPEKAO00016;Bank Polska Kasa Opieki;Banken
CNE1000002Q2;China Petroleum Chemical;Rohstofffoerderung
TH0355010R16;PTT Exploration and Production;Rohstofffoerderung
BRCMIGACNPR3;Companhia Energetica de Minas Gerais;Rohstofffoerderung
ID1000122807;PT Astra International;Logistik
PLLVTSF00010;LIVECHAT Software;Informationstechnologie
BMG850801025;Stolt-Nielsen;Logistik
ES0109427734;ATRESMEDIA;Konsumgueter
ZAE000085346;Kumba Iron Ore;Rohstofffoerderung
GB00BM8PJY71;NatWest Group;Banken
GB0008782301;Taylor Wimpey;Bau
GRS014003032;Piraeus Financial;Banken
SE0000242455;Swedbank;Banken
CNE1000002H1;China Construction Bank;Banken
CNE1000004F1;Sinotrans;Logistik
PLBH00000012;Bank Handlowy w Warszawie;Banken
US0152711091;Alexandria Real Estate Equities;Immobilien
FR0004125920;AMUNDI;Financials
GB00B67KBV28;Central Asia Metals;Rohstofffoerderung
US00081T1088;ACCO Brands;Konsumgueter
DE0007507501;WashTec;Konsumgueter
US8256901005;Shutterstock;Informationstechnologie
CA96467A2002;Whitecap Resources;Rohstofffoerderung
NO0011082075;Hoegh Autoliners ASA;Logistik
GB0033986497;ITV;Konsumgueter
IE00B66F4759;SHS EO H.YIELD CORP BD U.ETF;ETF-Dividende
CA3565001086;Freehold Royalties;Rohstofffoerderung
BMG988031446;Yue Yuen Industrial;Konsumgueter
CNE1000003G1;Industrial Commercial Bank of China;Banken
CNE1000001Z5;BANK OF CHINA;Banken
CNE100000X44;CHONGQING RURAL COMM. H;Banken
US3379321074;FIRSTENERGY;Versorger
DE0006464506;LEIFHEIT;Konsumgueter
US2058871029;CONAGRA BRANDS INC;Konsumgueter
US87612E1064;Target Corporation;Konsumgueter
AU000000ELD6;Elders Limited;Konsumgueter
PTEDP0AM0009;EDP;Versorger
NL00150001Q9;Stellantis;Automobil
US9633201069;Whirlpool;Konsumgueter
IE0003UVYC20;JPM Global Equity Premium Income UCITS ETF;ETF-Dividende
PLGPW0000017;Warsaw Stock Exchange;Financials
AT000AGRANA3;AGRANA;Rohstofffoerderung
US9113121068;United Parcel Service;Logistik
JE00BJ1F3079;AMCOR;Konsumgueter
AU000000APA1;APA Group Stapled Securities;Rohstofffoerderung
CY0200352116;Frontline;Rohstofffoerderung
US00130H1059;The AES Corporation;Versorger
CA1367178326;Canadian Utilities;Versorger
ES0173516115;Repsol;Rohstofffoerderung
AN8068571086;Schlumberger;Rohstofffoerderung
DE0007480204;Deutsche Euroshop;Konsumgueter
LU0677077884;Xtrackers II Emerging Markets Bond ETF 2D;ETF-Anleihen
IE00BDR5HM97;Xtrackers High Yield Corporate Bond ETF 1D;ETF-Anleihen
US7134481081;PEPSICO;Konsumgueter
DE0008232125;Deutsche Lufthansa AG;Logistik
FI4000297767;Nordea Bank;Banken
LU0061462528;RTL Group SA;Konsumgueter
NO0011202772;Var Energi;Rohstofffoerderung
NL0011540547;ABN Amro;Banken
DE0005419105;CANCOM;Informationstechnologie
AT0000606306;Raiffeisen;Banken
US1104481072;ADR ON BRITISH AMERICAN TOBACCO PLC;Tabak
GB0002875804;BRITISH AMERICAN TOBACCO PLC;Tabak
AT0000946652;Schoeller-Bleckmann;Rohstofffoerderung
US26884U1097;EPR PROPERTIES;Immobilien
IE00BQQ3Q067;WisdomTree Emerging Markets Equity Income UCITS ETF;ETF-Dividende
IE00B1FZS913;iShares ? Govt Bond 15-30yr UCITS ETF EUR (Dist);ETF-Anleihen
AU000000BHP4;BHP GROUP LTD. DL -,50;Rohstofffoerderung
US0886061086;BHP GROUP LTD. DL -,50;Rohstofffoerderung
CA83671M1059;South Bow;Versorger
LU0292096186;Xtrackers STOXX Global Select Dividend 100 Swap UCITS;ETF-Dividende
DE000ETFL235;Deka DAXplus Maximum Dividend UCITS;ETF-Dividende
IE0002L5QB31;Global X S&P 500 Covered Call UCITS ETF;ETF-Dividende
IE00BG0J4957;iShares Broad $ High Yield Corp Bond UCITS ETF - USD DIS ETF;ETF-Anleihen
CA0042721005;ACADIAN TIMBER;Rohstofffoerderung
FR0000120503;Bouygues;Telekommunikation
CA87971M1032;Telus Corp;Telekommunikation
US9026811052;UGI Corporation;Versorger
US49456B1017;Kinder Morgan;Rohstofffoerderung
AU000000NHC7;New Hope;Rohstofffoerderung
IT0003153415;SNAM;Versorger
DE0002635299;iShares STOXX Europe Select Dividend 30 UCITS ETF (DE);ETF-Dividende
US6410694060;Nestle;Konsumgueter
NO0010345853;AKER BP NK;Rohstofffoerderung
BE0003470755;Solvay;Chemie
US17275R1023;CISCO SYSTEMS INC. -;Informationstechnologie
DE0007664039;VOLKSWAGEN AG PREFERRED;Automobil
BRVALEACNOR0;VALE S.A.;Rohstofffoerderung
US7170811035;PFIZER INC. COMMON ST;Pharma
DE000SHA0159;SCHAEFFLER AG PREFERRED;Automobil
CA05534B7604;BCE INC. COMMON STOCK;Telekommunikation
DE000BASF111;BASF SE;Chemie
US18539C2044;CLEARWAY ENERGY INC.;Versorger
CA11777Q2099;B2GOLD CORP;Rohstofffoerderung
US0357108390;ANNALY CAPITAL MANAGEMENT INC. COMMON STOCK;Financials
US00123Q1040;AGNC INV.CORP. DL-,001;Financials
AU000000FMG4;FORTESCUE METALS GRP LTD.;Rohstofffoerderung
US9598021098;WESTERN UNION CO. DL-,01;Financials
CA0636711016;BANK OF MONTREAL;Banken
DE000PAH0038;PORSCHE AUTOM.HLDG VZO;Automobil
JP3633400001;TOYOTA MOTOR CORP.;Automobil
FR0010411983;SCOR SE EO 7,8769723;Versicherungen
CA0641491075;BANK NOVA SCOTIA HALIF;Banken
DE000A2NB650;MUTARES KGAA NA O.N.;Financials
CA67077M1086;NUTRIEN LTD;Rohstofffoerderung
DE0007231334;SIXT SE VZO O.N.;Konsumgueter
US3453708600;FORD MOTOR DL-,01;Automobil
US05379B1070;AVISTA CORP.;Versorger
FR0000130809;STE GENERALE INH. EO 1,25;Banken
GB0007980591;BP PLC;Rohstofffoerderung
US74144T1088;T.ROW.PR.GRP DL-,20;Financials
BRPETRACNOR9;PETROLEO BRAS.SA PET.;Rohstofffoerderung
US7672041008;ADR ON RIO TINTO PLC;Rohstofffoerderung
GB0007188757;RIO TINTO PLC LS-,10;Rohstofffoerderung
JE00B4T3BW64;GLENCORE PLC DL -,01;Rohstofffoerderung
US92343V1044;VERIZON COMMUNICATIONS;Telekommunikation
CA8911605092;TORONTO-DOMINION BK;Financials
DE000DWS1007;DWS GROUP GMBH & CO KGAA;Financials
NO0010096985;EQUINOR ASA NK 2,50;Versorger
AT0000APOST4;OESTERR. POST AG;Logistik
NO0003054108;MOWI ASA NK 7,5;Konsumgueter
US7561091049;REALTY INCOME CORPORAT;Immobilien
US5021751020;LTC PTIES INC. DL-,01;Immobilien
DE0007100000;MERCEDES-BENZ GRP NA O.N.;Automobil
US66765N1054;NORTHWEST NATURAL HLDG;Versorger
NL0009739416;POSTNL N.V. EO -,08;Logistik
US1011211018;BOSTON PROPERTIES INC;Immobilien
AT0000743059;OMV AG;Rohstofffoerderung
GB0005603997;LEGAL & GENERAL GROUP PLC;Versicherungen
SG1S04926220;OVERSEA-CHINESE BANKING CORPORATION LTD;Banken
DE0005552004;DEUTSCHE POST AG NA O.N.;Logistik
AU000000BOQ8;BANK OF QUEENSLAND LTD;Banken
US9134561094;UNIVERSAL CORPORATION;Tabak
IE00BM8R0J59;GL X-N.100 CC DLD;ETF-Dividende
JP3756600007;NINTENDO CO. LTD;Konsumgueter
IE00BYM31M36;ISHSIV-FALL.A.H.Y.C.BDDLD;ETF-Anleihen
DE0007236101;SIEMENS AG NA O.N.;Informationstechnologie
SG1L01001701;DBS GRP HLDGS        SD 1;Banken
FR0000120271;TOTAL SA;Rohstofffoerderung
IE00077FRP95;Global X SuperDividend;ETF-Dividende
US5007541064;KRAFT HEINZ CO.DL -,01;Konsumgueter
IE00BZ163L38;VANG.USD EM G.BD UETF DLD;ETF-Anleihen
US8545021011;STANLEY BL. + DECK.DL2,50;Konsumgueter
US1101221083;BRISTOL-MYERS SQUIBBDL-10;Pharma
US12572Q1058;CME GROUP INC. DL-,01;Financials
GB00BPQY8M80;AVIVA PLC;Versicherungen
US92936U1097;W.P. CAREY INC. DL-,01;Immobilien
US1266501006;CVS HEALTH CORP. DL-,01;Konsumgueter
DE000A0F5UH1;IS.S.GL.SE.D.100 U.ETF A.;ETF-Dividende
IE00B4PY7Y77;ISHSII-DLHY CORP BD DLDIS;ETF-Anleihen
US00206R1023;AT&T INC.;Telekommunikation
FR0000124141;VEOLIA ENVIRONNE. EO 5;Versorger
IE00B652H904;ISHARES EM DIVIDEND UCITS ETF USD (DIST);ETF-Dividende
US6680743050;NORTHWESTERN CORPORATION - COMMON STOCK;Versorger
US2605571031;DOW INC. COMMON STOCK;Chemie
GB00B24CGK77;RECKITT BENCK.GRP LS -,10;Konsumgueter
CNE1000003X6;PING AN INS.C.CHINA H YC1;Versicherungen
DE000DTR0CK8;DAIMLER TRUCK HLDG NA ON;Automobil
KYG217651051;CK HUTCHISON HLDGS;Immobilien
GB00BDR05C01;NATIONAL GRID PLC;Versorger
GB0005405286;HSBC HOLDINGS PLC;Banken
LU1109942653;Xtrackers II EUR High Yield Corporate Bond UCITS ETF 1D;ETF-Anleihen
US04010L1035;ARES CAPITAL CORP.;Financials
AT0000821103;UNIQA INSURANCE GROUP AG;Versicherungen
GB00BN7SWP63;GSK PLC LS-,3125;Pharma
DE0006047004;HEIDELBERG MATERIALS O.N.;Bau
US6673401039;NORTHWEST BANCSHARES;Banken
FR0013269123;RUBIS INH. NOUV. EO 1,25;Versorger
DE000EVNK013;EVONIK INDUSTRIES NA O.N.;Chemie
USY384721251;HYUNDAI MOT.0,5N.VTG GDRS;Automobil
IE00B14X4T88;iShares Asia Pacific Dividend UCITS ETF USD (Dist);ETF-Dividende
FR0000120644;DANONE S.A. EO -,25;Konsumgueter
US3755581036;GILEAD SCIENCES INC.;Konsumgueter
US9256521090;VICI PROPERTIES INC. C;Immobilien
NO0010063308;TELENOR ASA;Telekommunikation
DE0005190037;BMW AG PREFERRED;Automobil
CA87807B1076;TC ENERGY CORPORATION COMMON STOCK;Versorger
US3703341046;GENL MILLS DL -,10;Konsumgueter
FR0000133308;ORANGE INH. EO 4;Telekommunikation
ES0113900J37;BCO SANTANDER N.EO0,5;Banken
DE0005140008;DEUTSCHE BANK AG NA O.N.;Banken
NL0009434992;LYONDELLBASELL INDUSTR;Chemie
JP3463000004;TAKEDA PHARM.CO.LTD.;Pharma
IT0003128367;ENEL S.P.A. EO 1;Versorger
DE0006048408;HENKEL AG+CO.KGAA ST O.N.;Konsumgueter
US64828T2015;RITHM CAPITAL CORP;Financials
CA8667961053;SUN LIFE FINANCIAL INC.;Versicherungen
US4943681035;KIMBERLY-CLARK DL 1,25;Konsumgueter
DE000TRAT0N7;TRATON SE INH O.N.        0001;Automobil
NL0011872643;ASR NEDERLAND NV;Versicherungen
DE0008402215;HANNOVER RUECK SE NA O.N.;Versicherungen
ES0178430E18;TELEFONICA SA;Telekommunikation
US40434L1052;HP INC DL -,01;Informationstechnologie
US92556V1061;VIATRIS INC. O.N.;Pharma
NL0011821202;ING GROEP NV EO -,01;Banken
US49446R1095;KIMCO REALTY CORPORATI;Immobilien
FR0000120578;SANOFI SA INHABER EO 2;Pharma
US78440X8873;SL GREEN REAL. NEW DL-,01 0001;Immobilien
DE0005557508;DT.TELEKOM AG NA;Telekommunikation
CA29250N1050;ENBRIDGE INC COMMON ST;Versorger
US69121K1043;BLUE OWL CAPITAL CORP;Financials
US56035L1044;MAIN STREET CAP.CP.DL-,01;Financials
US7427181091;PROCTER GAMBLE;Konsumgueter
US1667641005;CHEVRON CORPORATION CO;Rohstofffoerderung
NL0010773842;NN GROUP NV EO -,12;Versicherungen
AU000000ANZ3;A.N.Z. BKG GRP;Banken
FR0000131104;BNP PARIBAS SA;Banken
CA1360691010;CIBC;Banken
HK0941009539;CHINA MOBILE LTD.;Telekommunikation
DE000A0Z2ZZ5;FREENET AG NA O.N.;Telekommunikation
FR0000045072;CREDIT AGRICOLE SA;Banken
IT0003796171;POSTE ITALIANE SPA EO-,51;Logistik
DE0005785604;Fresenius;Pharma
CA8672241079;SUNCOR ENERGY;Rohstofffoerderung
BE0974264930;AGEAS SA;Versicherungen
GB00B10RZP78;UNILEVER PLC LS-,031111;Konsumgueter
US9047678035;UNILEVER PLC LS-,031111;Konsumgueter
IT0003132476;ENI S.P.A.;Rohstofffoerderung
US4878361082;KELLANOVA CO. DL -,25;Konsumgueter
GB0004544929;IMPERIAL BRANDS PLC LS-10;Tabak
GB0031348658;Barclays Bank;Banken
ES0144580Y14;IBERDROLA INH. EO -,75;Versorger
DE000ENAG999;E.ON SE;Versorger
US0865161014;BEST BUY CO. INC. COM;Konsumgueter
AT0000908504;VIENNA INSURANCE GRP INH;Versicherungen
US02209S1033;ALTRIA GRP INC. DL-,333;Tabak
US66987V1098;NOVARTIS NAM. ADR 1;Pharma
US7443201022;PRUDENTIAL FINANCIAL;Versicherungen
FR0010208488;ENGIE SA;Versorger
US1729674242;CITIGROUP INC. DL -,01    0001;Banken
US1912161007;COCA-COLA COMPANY (THE;Konsumgueter
DE0008404005;ALLIANZ SE NA O.N.;Versicherungen
GB0008706128;LLOYDS BKG GRP LS-,10;Banken
US6819361006;OMEGA HEALTHC. INV. DL-10;Immobilien
JP3726800000;JAPAN TOBACCO;Tabak
US2538681030;DIGITAL REALTY TRUST;Immobilien
US84265V1052;SOUTHERN COPPER CORPOR;Rohstofffoerderung
IT0000062072;ASSICURAZIONI GENERALI SPA;Versicherungen
AU000000WBC1;WESTPAC BKG;Banken
FR0000120628;AXA SA;Versicherungen
DE000A1ML7J1;VONOVIA SE NA O.N.;Immobilien
US7181721090;PHILIP MORRIS INTERNAT;Tabak
AT0000BAWAG2;BAWAG GROUP AG;Banken
CA56501R1064;MANULIFE FINANCIAL COR;Versicherungen
US4592001014;INTL BUS. MACH. DL-,20;Informationstechnologie
US89151E1091;ADR ON TOTALENERGIES SE;Rohstofffoerderung
AT0000652011;ERSTE GROUP BANK AG;Banken
ES0113211835;BANCO BILBAO VIZCAYA ARGENTARIA SA;Banken
US00287Y1091;ABBVIE INC. COMMON STO;Pharma
IT0000072618;INTESA SANPAOLO;Banken
DE0006070006;HOCHTIEF AG;Bau
US30231G1022;EXXON MOBIL CORP.;Rohstofffoerderung
DE0008430026;M�NCHENER R�CK;Versicherungen
IE00B2NPKV68;ISHSII-JPM DL EM BD DLDIS;ETF-Anleihen
